number,Questions,Answers,Texts,Score
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,value node n greater value every node n left subtree le every node n right subtree,5.0
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,value node n greater value every node n left subtree le value every node n right subtree,5.0
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,key node n greater key node n left subtree le key node n right subtree,5.0
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,split based value make easy one compare desired value root root greater left side le right side thing recursively,5.0
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,node two node node left le root node right greater root,4.5
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,special rule subtrees right smaller node value subtrees left larger node value,4.0
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,tree similar tree implemented organize data specific way later searching,3.5
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,node value total order defined value left subtree node contains value le node value right subtree node contains value greater equal node value,5.0
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,data organized specific argument,2.5
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,also condition node may maximum 2 child input data compared data starting root value smaller root traverse left larger traverse right becomes leaf,4.5
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,data order left right,4.0
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,set easily searched number based location compared previous node,3.5
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,child ordered right side greater current node left le equal current node,5.0
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,value node n greater value every node n left subtree le every value n right subtree,5.0
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,finite set node either empty const root two disjoint tree call left right subtrees,2.5
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,similar key nonempty left subtree right subtree smaller larger key root subtree value node left subtree node le node value value node right subtree node greater node value,5.0
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,set number arranged link node contain two pointer element node left parent smaller node right larger recursive implementation implies traversed order output would sorted,4.5
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,special arranged every left child node contains value le parent every right child node contains value greater parent,5.0
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,special organization data left child element le right child larger,5.0
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,smaller value located left parent node larger value located right parent node,5.0
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,special node two child labeled left child right child,2.5
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,node unique key left child node value le node right child node higher value node,5.0
10.5,What is a binary search tree?,binary tree property node left child smaller parent turn smaller right child,tree fundamental data structure used construct abstract data structure set multisets associative array,2.5
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,every node first visit left sub visit parent node right sub,5.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,visit node order according data value,2.5
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,traverse let visit node order according data value,3.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,used visit node search search key order,3.5
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,left side root right side,5.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,printing order least greatest done going far left possible printing parent right move,5.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,order go left root right,5.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,retrieve start furthest left hand leaf check parent right side sibling go level repeat get root,4.5
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,traverse left subtree visit root traverse right subtree,5.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,post order,1.5
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,order start root right child left child recursively,1.5
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,left child gt parent gt right child,5.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,go lowest highest inside,2.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,starting displaying node furthest right node node right recursive order,4.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,travel left right,3.5
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,void node ptr ptr ptr gt left out lt lt ptr gt data ptr gt right,5.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,root middle left subtree traversed first root finally right subtree,5.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,visit left branch first parent node right branch recursively,5.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,visit left branch node way deepest left leaf visiting node visiting entire left branch node visit node right branch following pattern left child node right child,5.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,left middle right,5.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,traverse node left visit root traverse node right,5.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,would go furthest left node root right left right exist would return one node previous reached root go furthest left node right side root continue process,5.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,mean traverse one subtree node look node traversing subtree node,4.0
10.6,What is the inorder traversal of a binary tree?,traverse left subtree root right subtree,level order method level visited successively starting level 0 root node node visited left right level push pop method,2.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,runtime order log n n number node,5.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,size n take log n specified,5.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,n 1 2 algorithm compare,2.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,equivalent height,5.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,log n,5.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,log n,5.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,depends half level,3.5
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,log n balanced tree,5.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,n 1,2.5
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,log n,5.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,log n,2.5
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,log n,2.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,log,5.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,minimum log n log 2 maximum n search n number node,4.5
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,n,3.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,take 3,1.5
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,log n n equal number node,5.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,take number level compare one number level,5.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,take one le height big notation take log n balanced,5.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,log n,5.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,log n,5.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,n ^ k 1 k height,1.5
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,take h h height,5.0
10.7,How many comparisons does it take to find an element in a binary search tree?,height tree log number element tree,2 way key comparison,1.0
11.1,What are the elements typically included in a class definition?,function member data member,name file parameter must take perform function also brief description,3.0
11.1,What are the elements typically included in a class definition?,function member data member,access specifier function oftentimes constructor,3.0
11.1,What are the elements typically included in a class definition?,function member data member,function prototype usually declared public data member used usually declared private,5.0
11.1,What are the elements typically included in a class definition?,function member data member,user defined contains member data function keyword used includes bracket,4.0
11.1,What are the elements typically included in a class definition?,function member data member,member function data member,5.0
11.1,What are the elements typically included in a class definition?,function member data member,function variable used object defined,4.0
11.1,What are the elements typically included in a class definition?,function member data member,data member function function definition variable,5.0
11.1,What are the elements typically included in a class definition?,function member data member,return type input parameter,2.5
11.1,What are the elements typically included in a class definition?,function member data member,constructor data member method,4.5
11.1,What are the elements typically included in a class definition?,function member data member,function member member attribute word variable function,5.0
11.1,What are the elements typically included in a class definition?,function member data member,access modifier data type variable function signature,4.0
11.1,What are the elements typically included in a class definition?,function member data member,variable function prototype,4.0
11.1,What are the elements typically included in a class definition?,function member data member,public private variable initiation function,4.0
11.1,What are the elements typically included in a class definition?,function member data member,return value accepted value,1.5
11.1,What are the elements typically included in a class definition?,function member data member,includes name class constructor extra function variable,4.0
11.1,What are the elements typically included in a class definition?,function member data member,parameter type name return type code executed,3.0
11.1,What are the elements typically included in a class definition?,function member data member,data member variable function,5.0
11.1,What are the elements typically included in a class definition?,function member data member,constructor function variable native,4.0
11.1,What are the elements typically included in a class definition?,function member data member,function data member,5.0
11.1,What are the elements typically included in a class definition?,function member data member,data member function definition,5.0
11.1,What are the elements typically included in a class definition?,function member data member,member function data member,5.0
11.1,What are the elements typically included in a class definition?,function member data member,constructor function definition,3.5
11.1,What are the elements typically included in a class definition?,function member data member,name data function method,4.5
11.1,What are the elements typically included in a class definition?,function member data member,includes definition constructor public private function course also includes header necessary c library,3.0
11.1,What are the elements typically included in a class definition?,function member data member,name semicolon end defintion private public followed,3.0
11.1,What are the elements typically included in a class definition?,function member data member,constructor private public variable function prototype,4.0
11.1,What are the elements typically included in a class definition?,function member data member,data variable function data member,5.0
11.1,What are the elements typically included in a class definition?,function member data member,definition include name type parameter,3.0
11.1,What are the elements typically included in a class definition?,function member data member,variable function prototype,4.5
11.1,What are the elements typically included in a class definition?,function member data member,input return type,2.5
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private,3.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private restricted,3.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private,5.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private protected,4.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private,5.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public function variable outside private function variable,4.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private,5.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private protected,2.5
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private,4.5
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,private public protected,5.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,c private public,4.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private,4.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,static long unsigned,4.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,private public protected friend,1.5
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,c may include public private static,4.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,local global local variable function specific,3.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private,5.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public protected private,4.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,private public,5.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public accessed program private accessed function outside function call,5.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private protected,5.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private,3.5
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private protected,4.5
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,function data member given specification public private friend public given function member given specific right,3.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,data member data function,3.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private,4.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private,5.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private,3.0
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public accessed outside private accessible inside inherited protected accessible inside inherited,4.5
11.2,What are the access-specifiers that can be used in a C plus plus class definition?,private public,public private protected,2.5
11.3,How are objects initialized when they are created?,using constructor,ie guidebook my grade book call upon class give name like shown,5.0
11.3,How are objects initialized when they are created?,using constructor,named instance template formed class named instance modified different class,5.0
11.3,How are objects initialized when they are created?,using constructor,answered,5.0
11.3,How are objects initialized when they are created?,using constructor,value given object defined certain task,5.0
11.3,How are objects initialized when they are created?,using constructor,dot constructor object,5.0
11.3,How are objects initialized when they are created?,using constructor,objectname classname call function class objectname function,5.0
11.3,How are objects initialized when they are created?,using constructor,object refers class constructor initialize based return type parameter passed compiler auto create one one provided,5.0
11.3,How are objects initialized when they are created?,using constructor,classname objectname input parameter,5.0
11.3,How are objects initialized when they are created?,using constructor,class called constructor,5.0
11.3,How are objects initialized when they are created?,using constructor,constructor default provided user programmer specified constructor,5.0
11.3,How are objects initialized when they are created?,using constructor,usually beginning program usually main function class name,5.0
11.3,How are objects initialized when they are created?,using constructor,lt variable type gt lt variable name gt want initialize variable certain value lt variable type gt lt variable name gt = lt value gt,5.0
11.3,How are objects initialized when they are created?,using constructor,variable set given value 0 none given,0.5
11.3,How are objects initialized when they are created?,using constructor,object constructor called whether one provided c assigns default constructor,5.0
11.3,How are objects initialized when they are created?,using constructor,essentially copy corresponding class complete separate variable,4.5
11.3,How are objects initialized when they are created?,using constructor,class guidebook would initialize main function use constructor guidebook class constructor specified found c use default one parameter guidebook my grade book bit code class guidebook object my grade book,2.5
11.3,How are objects initialized when they are created?,using constructor,stating classname first assigning name object within object place,5.0
11.3,How are objects initialized when they are created?,using constructor,constructor,5.0
11.3,How are objects initialized when they are created?,using constructor,value specified declaration anywhere declaration corresponding,5.0
11.3,How are objects initialized when they are created?,using constructor,default constructor object class constructor specified us default system constructor,5.0
11.3,How are objects initialized when they are created?,using constructor,using name class,5.0
11.3,How are objects initialized when they are created?,using constructor,value dependent compiler,5.0
11.3,How are objects initialized when they are created?,using constructor,memory allocated accordance type initialization input,5.0
11.3,How are objects initialized when they are created?,using constructor,assigned space memory name given object point memory address data resides,5.0
11.3,How are objects initialized when they are created?,using constructor,using constructor,0.5
11.3,How are objects initialized when they are created?,using constructor,giving value,5.0
11.3,How are objects initialized when they are created?,using constructor,declaring class first name variable variable need put constructor ex class class x,5.0
11.3,How are objects initialized when they are created?,using constructor,giving object type name initial value,5.0
11.3,How are objects initialized when they are created?,using constructor,0,5.0
11.3,How are objects initialized when they are created?,using constructor,obj variable call within class e classname objectname etc,5.0
11.4,What is a function signature?,name function list parameter including type,name parameter must receive order perform return type,1.5
11.4,What is a function signature?,name function list parameter including type,element make unique variable call also suppose includes program,3.5
11.4,What is a function signature?,name function list parameter including type,return type name number type parameter,0.0
11.4,What is a function signature?,name function list parameter including type,prototype contains function data member,2.5
11.4,What is a function signature?,name function list parameter including type,declaration includes parameter type number parameter,2.5
11.4,What is a function signature?,name function list parameter including type,declaration,1.5
11.4,What is a function signature?,name function list parameter including type,includes name accepted parameter return type,5.0
11.4,What is a function signature?,name function list parameter including type,return type input parameter,3.0
11.4,What is a function signature?,name function list parameter including type,contains name parameter return type included,3.5
11.4,What is a function signature?,name function list parameter including type,return type name parameter type,5.0
11.4,What is a function signature?,name function list parameter including type,tell parameter includes call,2.5
11.4,What is a function signature?,name function list parameter including type,name well return accepts,2.5
11.4,What is a function signature?,name function list parameter including type,body hold actual code,1.0
11.4,What is a function signature?,name function list parameter including type,return type accepted pas value type take,5.0
11.4,What is a function signature?,name function list parameter including type,specifies name input variable,2.5
11.4,What is a function signature?,name function list parameter including type,parameter type name return type part,5.0
11.4,What is a function signature?,name function list parameter including type,name accepts return,3.5
11.4,What is a function signature?,name function list parameter including type,unique identifier includes input variable along name excludes output type,5.0
11.4,What is a function signature?,name function list parameter including type,order number type data item included inside parameter,2.5
11.4,What is a function signature?,name function list parameter including type,scope type parameter give property defines function,4.5
11.4,What is a function signature?,name function list parameter including type,name function return type parameter used,2.5
11.4,What is a function signature?,name function list parameter including type,include name parameter body,1.0
11.4,What is a function signature?,name function list parameter including type,name argument passed,2.0
11.4,What is a function signature?,name function list parameter including type,used prototype set object type take parameter without name given object,1.0
11.4,What is a function signature?,name function list parameter including type,name parameter called,5.0
11.4,What is a function signature?,name function list parameter including type,function name parameter,1.5
11.4,What is a function signature?,name function list parameter including type,parameter needed return type name,5.0
11.4,What is a function signature?,name function list parameter including type,includes name number type parameter return type,2.5
11.4,What is a function signature?,name function list parameter including type,uniquely separate overloaded function includes return type parameter list,1.0
11.4,What is a function signature?,name function list parameter including type,sig class recognizes main rather specification,2.5
11.5,What is a recursive function?,function call,call upon self solve problem time call upon self split problem simpler form reach base case simplest form problem,5.0
11.5,What is a recursive function?,function call,call perform operation factorial,4.0
11.5,What is a recursive function?,function call,answered,5.0
11.5,What is a recursive function?,function call,base case call upon problem becomes smaller terminates,3.0
11.5,What is a recursive function?,function call,call run multiple time base case reached,5.0
11.5,What is a recursive function?,function call,call untill reach base case,2.5
11.5,What is a recursive function?,function call,call time must get smaller eventually must converge base case otherwise start infinite loop,5.0
11.5,What is a recursive function?,function call,call base case met,5.0
11.5,What is a recursive function?,function call,call call problem diminished,5.0
11.5,What is a recursive function?,function call,call perform certain task,5.0
11.5,What is a recursive function?,function call,call usually called base case base case correct cause infinite loop,4.0
11.5,What is a recursive function?,function call,call order solve problem,5.0
11.5,What is a recursive function?,function call,call find simplest form solution base case,2.0
11.5,What is a recursive function?,function call,call repeatedly base case achieved fundamental idea break one large problem series smaller similar problem,3.5
11.5,What is a recursive function?,function call,typically simplifies problem calling arriving base case recursively return solution,5.0
11.5,What is a recursive function?,function call,break large problem two smaller problem call solve smaller problem base case terminating point reached base case definite answer called longer recurses unwinds back call determine answer original large problem,5.0
11.5,What is a recursive function?,function call,call loop base case loop exit,5.0
11.5,What is a recursive function?,function call,call base case met,4.5
11.5,What is a recursive function?,function call,know solve base case call directly indirectly base case reached,5.0
11.5,What is a recursive function?,function call,call us base case stop recursion,5.0
11.5,What is a recursive function?,function call,call each call get closer close base case,5.0
11.5,What is a recursive function?,function call,divide conquers problem base case eventually reached call base case satisfied,4.0
11.5,What is a recursive function?,function call,call definition code,5.0
11.5,What is a recursive function?,function call,solves problem repeatedly calling initial problem broken successively smaller part much simpler base case reached solution piece problem returned step time,5.0
11.5,What is a recursive function?,function call,invoke ana unless reach ba case,5.0
11.5,What is a recursive function?,function call,solves problem dividing problem smaller problem calling self base case reached,5.0
11.5,What is a recursive function?,function call,call till base case reached return back original,5.0
11.5,What is a recursive function?,function call,execution call base case reached,5.0
11.5,What is a recursive function?,function call,call usually used split problem several smaller problem type,5.0
11.5,What is a recursive function?,function call,call self till base case met,2.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,iteration performer series check loop,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,method use loop program instead function call,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,solving using using iteration,0.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,iteration would efficient repetition structure,4.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,one use iteration using simple loop,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,iteration,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,iteration loop loop able accomplish desired outcome may faster recursion also harder understand,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,also iterative,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,iterative,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,using iteration loop,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,another instead using using iteration,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,function often using iterative function run faster often complicated,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,iteration,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,function using iterative method,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,many solution may also looping control statement etc,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,using iterative function repeat specified operation set operation terminating point base case reached,4.5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,iterative,4.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,using iterative call,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,iteration,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,iteration,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,using iterative solution instead,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,using iterative solution loop,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,using recursion iteration,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,recursively iterative function iterative replacement may difficult program often lead efficient solution,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,iteration,4.5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,iteration like loop loop loop,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,iteration using loop,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,iterative,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,iteration,5.0
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,alt use parameter call function,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,retains modified element called upon latest element modified keep original element,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,specific size cannot grow also array cannot accessed outside program created,4.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,array created initialized function called destroyed function terminates,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,initialized non cannot c,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,remains throughout execution program,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,called compiler ignore line come,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,available whole program whereas available within scope pas reference,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,predetermined size size cannot altered,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,array changed altered,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,retain value stored element function call reinitialize default value,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,cause anything initialized set 0,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,null character end,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,array cannot changed normal array changed,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,accessed outside method without passing argument function class,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,class scope allowing remain array might recycled,4.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,change un initialize called later unless explicitly acted upon terminate change across object automatic local cleared uninitialized called later outside specific scope,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,already defined program know length start whereas non array assigned later,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,non must reinitialize every function call initialize unless otherwise forced,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,retains modified value function call automatic array reset initial value function end,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,keep value initialized every time class function called data lost function end,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,used function called constant another way say const,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,value declared remain constant const value within manipulated,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,data cannot changed,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,standard array terminate function call finish removed memory parent function terminates leaving available function new instance original function,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,defining does lose scope local function make programming scalable non lose scope inside local function,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,array called anywhere,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,cannot changed regular changed passed function manually,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,edited throughout program non edited within given function,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,allocated program begin run freed program exit limited scope non allocated freed every time come scope,5.0
11.7,What is the difference between an array that is declared as static and one that is not?,static array intialized function called,predetermined size cannot passed vi versa,3.0
11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,char automatically add null 0 character end string,null n element end,5.0
11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,char automatically add null 0 character end string,basically non command key keyboard press collection letter number stored together used later commonly string used word char used le operation performed useful way,3.0
11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,char automatically add null 0 character end string,programmer must provide null terminating character using must also ensure array large enough contain input null terminating character,5.0
11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,char automatically add null 0 character end string,followed null statement example,2.5
11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,char automatically add null 0 character end string,contains word contain phrase,2.5
11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,char automatically add null 0 character end string,single entity letter combined one letter assigned memory value assigned e 0 1,4.5
11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,char automatically add null 0 character end string,contains null character end make easily possible get length array virtually unlimited length therefore size must declared limited,4.0
11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,char automatically add null 0 character end string,array store null character end,3.0
11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,char automatically add null 0 character end string,also white space declared white space,2.5
11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,char automatically add null 0 character end string,character array terminate whitespace including space string terminate encounter new line character,4.5
11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,char automatically add null 0 character end string,declared included array,2.5
11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,char automatically add null 0 character end string,array string read literal meaning anything within quote array read individual character,3.0
